Topic1	Topic2	Topic3	Topic4	Topic5	Topic6	Topic7	Topic8	Topic9	Topic10	Topic11	Topic12	Topic13	Topic14	Topic15
1.2102118564676039E-5	6.216787516035065E-4	0.033773475854297276	0.024345043805671332	0.17577098226889376	0.017715175585981933	0.031625153983335534	0.5780155888419716	6.299625566660942E-4	1.8272149652641937E-7	0.024251011967079492	0.09531130269159613	0.001286908461460576	0.0033120272767819497	0.013329403114599932
0.017865190548369228	0.0011178593436872914	0.0887502065641892	4.725154361480212E-4	0.3446816409988809	6.87514519081822E-4	0.014345884798425206	0.15099662971488365	6.264831594233451E-7	7.981545743896662E-6	0.013867713149898292	0.07388776300064512	0.06352269114000365	0.20633634709555287	0.023459435661331407
1.642676394225185E-9	0.040800340704640045	0.038859608111573095	0.004955396280119139	0.7861091868368546	0.0016241896824698962	2.6638626112602636E-9	0.10776016573279038	2.6678019429134338E-5	4.511745165242629E-9	0.004953981865148651	9.36408262986572E-6	0.0031128129529219544	1.4510082351237336E-6	0.011786815904904024
0.037291280911284155	0.0068517577500647	0.03649570786216414	8.184321163893821E-4	0.8476435871306973	0.0034713217816637314	1.131760257530361E-8	0.007869051555031143	0.003882174982345551	0.02976410124339468	0.005953543408552328	2.6178896310285784E-5	5.905588490144625E-6	0.019912824184104717	1.4121271905198055E-5
0.011345905903047938	0.032969435235839846	8.421174546643513E-6	0.0210342984103698	6.762778028950832E-4	0.394119188146731	0.05474757544557939	0.0014379190139321607	6.262906178109108E-8	7.808734787689331E-8	0.45076443810775685	2.6655070704547833E-5	0.032752956722996635	1.0909132867627205E-4	7.696920514194785E-6
0.07992363593243434	0.0032386289354108585	0.07991413480778838	0.0012872454649282704	0.09053861828541394	0.0011874251383826725	0.02414839235134078	0.06029848212818241	0.0052958378229492386	0.00678575039230979	6.40736721614749E-4	0.4113918598968533	0.16744741575836294	0.05221389033501441	0.015687946029013952
0.0038683416746065125	1.0398933933502945E-4	0.030700313568370895	0.008705118089528468	0.19692551560600835	0.0018738943911286309	2.545037809715931E-4	0.11479888753132629	9.197120673801448E-7	3.5577567174018664E-8	0.002766393422598845	0.15685395444504877	0.0021021034925288572	0.004159064814529116	0.4768869645543841
0.02905061382849501	0.037687303381787746	5.248730799201969E-9	0.0019726383669377693	2.2326685084615535E-5	0.035347229392419785	6.693550365134215E-9	3.947513937543923E-9	0.01668771726058713	0.004675356633190461	2.900947192466139E-5	5.036806863604165E-9	5.143056516759501E-6	0.013882484755925774	0.8606401562405284
0.020688916172716607	0.06239351004974788	3.112935662233697E-6	1.7319198005332717E-6	0.022877206596211133	0.006858831717650224	0.017671378495106745	0.01246632395698407	0.0067770872656408975	1.12843369392576E-8	0.825815144164732	0.0201936004486671	0.004227356521547396	2.2953823565316867E-5	2.834647631271767E-6
0.020387951223618833	1.8927544498902255E-4	1.4904329518619178E-6	0.22154524749283327	0.10835729876099481	1.0806528591776626E-4	0.023482515366364972	0.23977218805602066	0.019455291088958958	0.0021857821588961127	0.17126553423941956	0.16023759305758883	0.030460520866839084	0.0025470295405682925	4.216984037888772E-6
0.015533791934202958	0.011032406498299707	5.981395829430988E-4	2.902113914007672E-4	0.07495368750401081	2.170353546329103E-6	0.002000962381199322	0.017383165087094834	0.04566470627659414	0.07989690109609499	6.872721315801413E-6	0.6949834466630911	4.337374439287327E-6	0.02123784025625904	0.03641136087950802
0.006559263132903786	0.0022050428207459503	0.10728797937578197	1.214362669829404E-6	0.005305575153401564	0.14817212918152173	0.34794667923059075	0.2605853496750393	0.013926004870720895	0.07191564790712189	2.2947905935320033E-8	1.60718807537992E-5	3.958015861999474E-4	0.024929201994357483	0.01075401588028512
0.018508308510820606	0.08034910615333664	0.029605526137148043	0.003631797681348667	0.05928289191609491	0.006468142932312728	0.014085608099577433	0.012262378102738383	0.06319153278992383	0.04475037956701291	0.5588623580650913	0.10297564069635773	4.613919240612688E-4	0.0018497076861897002	0.003715229737985838
0.04922146507162367	0.005891604564511307	0.09916757267296819	8.778899429614707E-4	0.17895687361477	0.029798378085185064	0.01803557072749235	0.11454408758548215	0.002330727948118801	6.880404942633149E-5	0.12733471236264363	0.08979490955674065	0.05219801294683879	0.2235588719555335	0.008220518915704163
0.06582427923559574	0.09387204962502817	0.004050275527028414	2.6164514411223145E-4	0.09048728261748466	0.0326934086705736	0.05318667623172684	0.008353347413746352	0.08863809094031817	0.003974623806822045	2.8558743278407003E-6	0.0035983611728087005	0.022329537508337268	0.5322054259938345	5.221402382554629E-4
0.051867492584197886	0.059167511594324006	0.012536234138160362	2.4553974994902106E-5	0.04173164965845714	0.019372146090407782	0.6063289856760621	0.010605643988464853	0.04622382721990074	1.5573144914109928E-4	3.273526310077531E-5	0.044505143048173774	1.8368688798727114E-6	0.012775157247509761	0.09467135119822497
0.06966018044425272	0.0031132186161318396	0.11461370314117929	1.2530560991421946E-6	0.17984141199227807	0.0023453188794757118	6.865980217635463E-4	0.01612522809895065	0.13745200909367758	1.580893164806754E-5	0.17280836278859718	0.23884577243411537	0.025350039626070662	0.03912846622502615	1.2628650733997395E-5
0.08309457684365992	0.12468036004666683	1.2459748476833342E-6	1.6369624480640273E-4	3.30220932536185E-5	0.0016868459476855817	0.4171466674243641	0.012367955352982398	2.0927360561271604E-4	1.4269609916968422E-5	0.25231144155596097	8.550844251187116E-9	0.00409596931203089	0.09509464762351436	0.009100019813853442
0.05834433119305695	0.005898042533721386	0.3792222054475672	0.01873376221316177	0.05794416935484446	1.0511890995662997E-5	0.1789305241728852	0.019400984522453344	2.7914954981241473E-5	9.458267084900167E-5	2.690860572125041E-8	0.0839803540598197	0.19427444268978872	0.0031249917427963203	1.3155644473367524E-5
2.8880433774651124E-4	2.2481871851172763E-5	4.937759235990386E-4	0.001314837972034658	1.900939571048603E-5	0.9814709650520441	0.0033457630360134703	0.003685458237081671	2.001178212378881E-8	0.0021282945937866	4.835675211093175E-7	1.1613097820412936E-6	2.0927331453533514E-4	0.007016696262987568	2.9751135241062747E-6
0.031182924994746904	0.0027659630109743718	0.151665675191396	0.03142666964966604	0.17097265867411698	0.13095880934863693	0.004282993233427483	0.03563085216921018	5.140449273880304E-8	0.004775239075728044	0.3265280206595116	0.003527723028899368	0.1062592465186861	1.0813576163954967E-5	1.2359464343293547E-5
0.021243383016168845	0.09951397234848569	0.025200364805872174	5.421416084350054E-6	0.04644131484923487	0.031988738843968974	0.02725142950063072	0.010475199289198394	0.007152845206103944	0.06844345970281002	0.5337126201083338	0.01620438444502588	0.004919543248120443	0.09419565130805357	0.013251671911908559
0.05202559370099845	0.020534258428554625	0.06546292625677992	1.1998161829568861E-6	0.17602422066989198	0.09489466542147591	0.19024550326550285	0.10750951961139038	0.043354198146100864	0.0091640561268009	0.014179188241243942	0.0061796983030746825	6.605772096632707E-5	0.19765999730693304	0.0226989169841032
0.0034740639831362407	8.30302994977848E-5	0.7464950079641723	2.180317002909216E-4	0.0014250223009680207	4.8354646831198454E-6	0.02325924309567104	0.12835445900012304	1.229078764372418E-4	6.299036635984169E-5	4.149039132926413E-6	0.03649152756146905	0.0035374816620862607	0.03834915504002362	0.01811809464594854
0.020547504414820793	0.004778533683915535	0.002788664540579847	0.0016451194469534545	0.80075107627348	0.007622708677994211	0.0010544165054541964	0.009852575775984298	0.0010017125871229638	0.001800466576965847	0.07867491326706608	0.005633088088191695	0.011292698218999803	0.04888740773397056	0.0036691142085002603
0.19997883860603582	0.03431143997578349	0.17748975892123214	4.8573551747458233E-4	0.3107670230665522	2.146676799429466E-8	2.4929114923194134E-8	0.02076051071367193	8.797277289196102E-5	6.242023633949726E-5	0.02822613572876894	0.06666791007950489	0.02516264421003037	8.572082482029423E-6	0.13599099169334922
0.01251454815482592	0.0164213447982809	3.791983539097555E-4	0.7583921902994272	0.016244658057931165	0.012630482776698463	0.011494556016182064	5.058186100055342E-4	0.04781534927373594	4.142614016989099E-6	0.04098294079380323	0.08157920635723344	2.9657825214295667E-8	0.0010254122311453206	1.0122004978849219E-5
